tweetid,smiley,abbr_score,vulgarity,word_complexity,avg_word_complexity,sentence_complexity,maturity
553476490315431937,0,0.0,0.0,8.625,0.678370786516854,0.5925925925925926,0.2541926758218893
552802654641225728,0,0.0,0.0,8.461538461538462,0.6655142610198791,0.48148148148148145,0.22939914850027213
553164985460068352,0,0.0,0.0,9.2,0.7235955056179775,0.5555555555555556,0.2558302122347066
553587672137334785,0,0.0,0.0,7.428571428571429,0.5842696629213484,0.25925925925925924,0.16870578443612155
553587303172833280,0,0.0,0.0,7.461538461538462,0.5868625756266206,0.48148148148148145,0.2136688114216204
553586860334010368,0,0.0,0.0,6.833333333333333,0.5374531835205992,0.2222222222222222,0.1519350811485643
552811386259386370,0,0.0,0.0,8.375,0.6587078651685394,0.5925925925925926,0.2502600915522264
553160652567498752,0,0.0,0.0,8.785714285714286,0.6910112359550563,0.5185185185185185,0.24190595089471495
553197863971610624,0,0.0,0.0,8.5,0.6685393258426967,0.5185185185185185,0.23741156887224305
553544252563935234,0,0.0,0.0,7.25,0.5702247191011236,0.4444444444444444,0.2029338327091136
552821069036670976,0,0.0,0.0,7.933333333333334,0.6239700374531836,0.5555555555555556,0.23590511860174784
552832817089236992,0,0.0,0.0,7.5,0.5898876404494382,0.6666666666666666,0.251310861423221
553534838880608256,0,0.0,0.0,7.7272727272727275,0.6077630234933606,0.4074074074074074,0.20303408618015362
552783667052167168,0,0.0,0.0,7.882352941176471,0.6199603436880371,0.6296296296296297,0.24991799466353334
553588178687655936,0,0.0,0.16666666666666666,11.5,0.904494382022472,0.2222222222222222,0.25867665418227215
552814494381256704,0,0.0,0.0,9.363636363636363,0.7364657814096016,0.4074074074074074,0.22877463776340182
553470492565602305,0,0.0,0.0,7.666666666666667,0.602996254681648,0.6666666666666666,0.2539325842696629
553505242554175489,0,0.0,0.0,6.476190476190476,0.5093632958801498,0.7777777777777778,0.2574282147315855
553531413459660800,0,0.0,0.0,5.6,0.4404494382022472,0.9259259259259259,0.2732750728256346
552785375161499649,0,0.0,0.0,7.071428571428571,0.5561797752808989,0.5185185185185185,0.21493965875988347
552834961762709505,0,0.0,0.0,8.375,0.6587078651685394,0.5925925925925926,0.2502600915522264
552791578893619200,1,0.0,0.0,7.25,0.5702247191011236,0.5925925925925926,0.4325634623387432
553486439129038848,0,0.0,0.0,6.5625,0.5161516853932585,0.5925925925925926,0.2217488555971702
553152395371630592,0,0.0,0.0,7.8125,0.6144662921348315,0.5925925925925926,0.24141177694548482
553508098825261056,0,0.0,0.0,9.928571428571429,0.7808988764044944,0.5185185185185185,0.2598834789846026
552833028201144320,0,0.0,0.0,8.6875,0.6832865168539326,0.5925925925925926,0.25517582188930504
553506608203169792,0,0.0,0.0,8.6875,0.6832865168539326,0.5925925925925926,0.25517582188930504
553489393202499584,0,0.0,0.0,9.428571428571429,0.7415730337078652,0.25925925925925924,0.2001664585934249
553549686129561600,0,0.0,0.0,7.2631578947368425,0.5712596096984034,0.7037037037037037,0.2549926626804214
553543369604210689,0,0.0,0.0,6.882352941176471,0.5413086582947787,0.6296296296296297,0.23418765758488166
553579224402235393,0,0.0,0.0,10.0,0.7865168539325843,0.5185185185185185,0.26100707449022054
553566026030272512,0,0.0,0.0,6.909090909090909,0.54341164453524,0.4074074074074074,0.19016381038852948
552978184413921281,0,0.0,0.0,12.714285714285714,1.0,0.25925925925925924,0.2518518518518519
553535829017370625,0,0.0,0.0,9.071428571428571,0.7134831460674158,0.5185185185185185,0.24640033291718683
553461741917863936,0,0.0,0.0,8.5,0.6685393258426967,0.5925925925925926,0.25222638368705785
553590459688570880,0,0.0,0.0,7.846153846153846,0.6171132238547969,0.48148148148148145,0.21971894106725567
552792913910833152,0,0.0,0.0,6.733333333333333,0.5295880149812734,0.5555555555555556,0.21702871410736577
553576010898497536,0,0.0,0.0,7.933333333333334,0.6239700374531836,0.5555555555555556,0.23590511860174784
553221600955621376,0,0.0,0.0,7.315789473684211,0.5753991720875222,0.7037037037037037,0.2558205751582452
553589051044151296,0,0.0,0.0,7.846153846153846,0.6171132238547969,0.48148148148148145,0.21971894106725567
552810448324943872,0,0.0,0.0,9.2,0.7235955056179775,0.5555555555555556,0.2558302122347066
